serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
238,Austria,Has nationality of survey country,Rural area or village,No,TV,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,TV,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,Culture and art,,"Hobbies, lifestyle","Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,Yes,"Reviews (e.g. products, books, places, etc.)",How toâ€™s (e.g. tutorials),,,Motivational content,,,,19.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),6,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.32751473330774e+16,,,,,1.44679187496458e+16,0.464075278604132,,0.6375973206694391,,0.6744664288421851,,,0.6289407072221742,
239,Austria,Has nationality of survey country,Rural area or village,Don't know,TV,Radio,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,Science and technology,Sport,,,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,,,,,23.0,15 - 24 years,15 - 24 years,Female,21,21 years,20 years and older,Employee,"Other employee (salesman, nurse, ...)",4,1,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5263834757739316,,,,,0.5736790084188048,0.1840141973895289,,0.2528188089949601,,0.2674380737170159,,,0.2493863060174234,
240,Austria,Has nationality of survey country,Small or middle sized town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,,None of these accessed in the last 7 days for news,,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,None of these accessed in the last 7 days for news,,,,,,,,,You never access news online,,WhatsApp,Facebook,,Messenger,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,"To share my own content (pictures, video, music, etc.)",For professional reasons,To follow what friends/family/colleagues are doing,,,,,,European and international affairs,,,,,,,,,,,,,,,,,,,Donâ€™t know,You are trying to avoid some news topics,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,Motivational content,,,,23.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Employee,Office clerk,2,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.556463214767493,,,,,0.6064614106664276,0.1945295332299038,,0.2672659262340611,,0.2827205964871713,,,0.2636372757739175,
241,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,,,,,,,,,,,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,,,,You never access news online,,,,,,Instagram,,,,,,,,,,To watch photo and video content,,,,,,,,,,,,,,,,,,,,,"Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,Yes,"Reviews (e.g. products, books, places, etc.)",How toâ€™s (e.g. tutorials),,,Motivational content,,,,22.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),2,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,162218886230548.0,,,,,1.76794246177118e+16,0.567088055096123,,0.7791275277590533,,0.8241806297249656,,,0.7685493687623188,
242,Austria,Has nationality of survey country,Large town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",Radio,,,,,,,,,,,Radio,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,,,,,,,To follow what friends/family/colleagues are doing,,,,,,European and international affairs,,,,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You are trying to avoid some news topics,Yes,,,,,,,Other,,20.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),Refusal,DK/Refusal,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.42598445545798e+16,,,,,1.55410909741228e+16,0.4984985227266891,,0.6848917343846216,,0.7244956452278069,,,0.6755930080481158,
243,Austria,Has nationality of survey country,Rural area or village,Yes,Radio,,TV,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,,,,Telegram,,,,,To watch photo and video content,,,,,,,,,,,,Local news,,,Science and technology,Sport,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),,,Motivational content,,,,24.0,15 - 24 years,15 - 24 years,Male,18,18 years,16-19,Employee,Civil servant,2,0,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7139649206690144,,,,,0.7781146380649645,0.2495892973236334,,0.3429130457454618,,0.3627420157984742,,,0.3382573397272402,
244,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,Facebook,,,Instagram,,,,,,,,,,To watch photo and video content,,,,,,,For professional reasons,To follow what friends/family/colleagues are doing,,,,Local news,,,,Sport,,,,,,,,,,,,,YouTube or other video platforms,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news from time to time,No,,,,,,,,,18.0,15 - 24 years,15 - 24 years,Female,DK,Don't know,Don't know,Employee,Middle management,2,2,Smartphone,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5263834757739316,,,,,0.5736790084188048,0.1840141973895289,,0.2528188089949601,,0.2674380737170159,,,0.2493863060174234,
245,Austria,Has nationality of survey country,Rural area or village,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,,,,,,,,,,,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,,,,,,Local news,,European and international affairs,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,22.0,15 - 24 years,15 - 24 years,Female,19,19 years,16-19,Employee,Office clerk,4,0,PC/Laptop/Tablet,,,Burgenland (AT),Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.4983432198891128,,,,,0.5431193367494742,0.1742118281687711,,0.2393512431936385,,0.2531917450127524,,,0.2361015883985491,
246,Austria,Yes,Large town,Yes,Online press and/or news platforms,,TV,,,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,,,,Messenger,,,,,,,,,,,,,,,,,,,,To get to know new people,,,,,,Science and technology,,,,,,,,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You are trying to avoid some news topics,Yes,,,,,,Promotion and advertising of commercial products,,,18.0,15 - 24 years,15 - 24 years,Female,3,Up to 14 years,Up to 15,Self-employed,Other (self-employed),3,3,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5362707263939617,,,,,0.5844546280815374,0.1874706024078646,,0.257567595841499,,0.2724614594839996,,,0.2540706189229006,
247,Austria,Has nationality of survey country,Small or middle sized town,Yes,Radio,,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,You read articles or posts that appear in your online social networks,,,,,,,,,,,,,TikTok,,,,,,,,,,,,To follow the news and current events,,,,,,,,,,European and international affairs,,Sport,,,,,,,,,,,,,,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news from time to time,Yes,"Reviews (e.g. products, books, places, etc.)",,,,,,,,18.0,15 - 24 years,15 - 24 years,Female,18,18 years,16-19,Employee,Middle management,Refusal,DK/Refusal,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5654284922271846,,,,,0.6162322179200431,0.1976636330108553,,0.2715718949317602,,0.2872755581159217,,,0.2678847826410479,
248,Austria,Has nationality of survey country,Small or middle sized town,No,TV,Radio,,,Online press and/or news platforms,,,,,,,,Radio,TV,,Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,,National politics,European and international affairs,Science and technology,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,68.0,55 years and older,65 years and older,Male,20,20 years,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.907236820330883,,,,,0.9887520095938116,0.3171536779150609,,0.4357403736034746,,0.4609370901655072,,,0.4298243575611054,
249,Austria,Has nationality of survey country,Large town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,,,Instagram,,TikTok,,Snapchat,,,,,,,,To send direct messages to friends and family,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,,,Financial and economic news,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,23.0,15 - 24 years,15 - 24 years,Female,17,17 years,16-19,Employee,"Other employee (salesman, nurse, ...)",2,1,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5362707263939617,,,,,0.5844546280815374,0.1874706024078646,,0.257567595841499,,0.2724614594839996,,,0.2540706189229006,
250,Austria,Has nationality of survey country,Large town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,,,,,,,,,,,,,,,,To play video games,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,,Sport,Financial and economic news,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news on a daily basis,No,,,,,,,,,67.0,55 years and older,65 years and older,Female,19,19 years,16-19,Without a professional activity,Retired,1,0,Smartphone,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.34117239365745e+16,,,,,1.46167667550894e+16,0.4688497510622119,,0.6441570125712319,,0.6814054353716699,,,0.6354113386538457,
251,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Video platforms (e.g. YouTube, etc.)",,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,YouTube,,Instagram,X (Twitter),TikTok,,Snapchat,,,,,,,To share my opinion publicly/ to discuss within social media groups,,,,,,,,,,,,,,Science and technology,Sport,Financial and economic news,Culture and art,,,,Other,,,,Private TV and Radio stations (incl. their online presence),,,YouTube or other video platforms,,,,,You are trying to avoid some news topics,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,21.0,15 - 24 years,15 - 24 years,Male,19,19 years,16-19,Employee,Office clerk,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.677147494139969,,,,,0.7379891673467575,0.2367185870819618,,0.325229857815508,,0.3440362963309915,,,0.3208142351813637,
252,Austria,Has nationality of survey country,Large town,Yes,Podcasts,Radio,TV,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Blogs,,,Radio,TV,,,,Podcasts,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Blogs,,,,,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,Via email newsletter(s) you receive,,,,WhatsApp,,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,To get to know new people,,,Local news,,,,Sport,Financial and economic news,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,,,,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You actively search news several times a day,Yes,"Reviews (e.g. products, books, places, etc.)",,,,Motivational content,Promotion and advertising of commercial products,,,23.0,15 - 24 years,15 - 24 years,Male,20,20 years,20 years and older,Employee,Middle management,2,0,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.677147494139969,,,,,0.7379891673467575,0.2367185870819618,,0.325229857815508,,0.3440362963309915,,,0.3208142351813637,
253,Austria,Has nationality of survey country,Small or middle sized town,No,Radio,,TV,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,,,,Culture and art,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,69.0,55 years and older,65 years and older,Female,17,17 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.34117239365745e+16,,,,,1.46167667550894e+16,0.4688497510622119,,0.6441570125712319,,0.6814054353716699,,,0.6354113386538457,
